ID,sample,int_date,lang,version,form,llitext1,q1,eminuse,intmob,intfreq,device1a,smart1,snsint2,acct1a,acct1b,acct1c,acct1d,acct2,acct3a,acct3b,acct3c,acct3d,acct3e,acct3f,acct3g,secur1,secur2a,secur2b,secur2c,secur2d,secur2e,secur2f,secur2g,habits1a,habits1b,habits1c,habits1d,habits1e,habits1f,habits2,habits3,habits4a,habits4b,habits4c,habits5,habits6,habits7,habits8,habits9,habits10,habits11,habits12,wifi1,wifi2a,wifi2b,wifi2c,wifi2d,policy1,policy2a,policy2b,policy3,policy4,policy5,policy6a,policy6b,policy6c,policy6d,policy6e,sex,age,educ2,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,marital,par,emplnw3,party,partyln,ideo,inc,hh1,hh3,ql1a,qc1,habits1fos,habits9os,raceos,usr,cregion,state,density,race3m1orig,race3m2orig,race3m3orig,race3m4orig,origraceos,i_usernw2,SmartPhone,racecmb,racethn,racethn2,racethn3,hhcell,genage2016,child,partysum,partyideo,habits1cnt,iphoneuse,hphoneuse,recage,receduc,adults,ll,cp,weight,standwt
201309,2,42016,1,1,2, ,1,1,1,2, ,1,1,1,1,1,1,1,3,5,3,3,3,3,3,3,2,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,1,2,1,2,3,2,2,1,1,1,1,1,1,3,1,2,1,2,3,1,1,3,2,1,30,7,2,1, , , , ,1,2,1,2, ,3,9,2,2, ,2, , , ,S,1,25,5,1, , , , ,1,1,1,1,1,1,1,1,0,2,4,2,3,3,2,3,2,0,1,2.617647059,0.914056562
201310,2,41116,1,1,2, ,1,1,1,1, ,1,1,1,2,1,1,2,2,1,1,3,2,1,3,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,4,3,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,42,8,2,1, , , , ,3,1,1,3,2,3,6,3,1, ,1, , , ,S,1,42,4,1, , , , ,1,1,1,1,1,1,1,2,2,2,3,2,2,2,3,3,1,1,1,1.794117647,0.626488206
201317,2,41116,1,1,1, ,2,1,1,2, ,1,2,1,1,1,1,2,3,1,2, ,2,2,2,3,2,2,1,2, ,2,2,2,1,2,2,2,2, ,1,2,2,1,1,2, ,1,1,2,2,2,1,1,2, ,1,2,3,3,2,1,2,1,3,1,1,1,2,53,4,2,1, , , , ,1,1,1,2, ,3,9,3,2, ,1, , , ,S,1,34,4,1, , , , ,1,1,1,1,1,1,1,3,1,2,4,1,2,2,4,2,2,1,1,4.205882353,1.468652679
201318,2,42216,1,1,2, ,1,1,1,2, ,1,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,1,2,2,2,2,2, ,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,1,1,3,2,3,1,1,1,3,1,1,45,7,2,1, , , , ,1,1,1,3,2,3,99,4,2, ,1, , , ,S,3,13,5,1, , , , ,1,1,1,1,1,1,1,2,2,2,3,1,2,2,4,3,2,1,1,1.823529412,0.636758504
201328,2,41116,1,1,1, ,2,1,1,4, ,8,1,2,2,2,2,1,2,2,2,2,2,5,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,2,2,2,1,2,2,2, , , , , ,2, , , , ,1,1,3,3,1,3,3,2,3,3,3,2,39,2,2,1, , , , ,2,2,3,2, ,2,1,3,2, ,1, , , ,R,3,21,1,1, , , , ,1,2,1,1,1,1,1,2,1,2,4,1,2,2,3,1,2,1,1,3.794117647,1.324868501
201334,2,41116,1,1,2, ,1,1,1,1, ,1,1,1,2,1,1,1,2,1,1,2,3,1,2,3,2,2,1,2,2,2,2,1,2,2,2,2,2, ,2,1,2,1,1,1,1,1,1,2,1,2,2, , , , ,1,3,3,3,2,2,3,1,1,3,1,1,47,8,2,1, , , , ,1,1,1,2, ,4,9,4,2, ,1, , , ,S,1,23,2,1, , , , ,1,1,1,1,1,1,1,2,2,2,5,1,2,2,4,3,2,1,1,1.676470588,0.585407012
201343,2,41116,1,1,2, ,2,2,2, , ,2, , , , , , ,4,4, , ,4,3,4,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,2,2,3,2,1,2,3,1,99,4,2,1, , , , ,6,2,1,1, ,1,99,1, , ,1, , , ,R,2,55,1,1, , , , ,0,2,1,1,1,1,1,9,0,1,1, ,2,2,9,2,1,1,1,1.470588235,0.513514923
201348,2,41316,1,1,2, ,2,1,2,5, ,8,2,2,2,2,2,1,1,2,3, ,8,2,2,2,2,2,2,2, ,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2, , , , , , ,2, , , , ,1,3,3,1,1,2,3,3,2,2,3,1,72,5,2,1, , , , ,1,2,3,1, ,3,6,3,3, ,1, , , ,U,3,48,5,1, , , , ,1,2,1,1,1,1,1,5,0,1,2,1,2,2,6,2,3,1,1,3.588235294,1.252976411
201349,2,41116,1,1,1, ,1,1,1,1, ,1,1,1,1,1,1,2,2,2,1,2,3,2,3,3,2,1,1,2,2,2,2,1,1,2,1,1,2,5,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,3,3,2,2,2,1,2,1,3,1,1,35,8,2,1, , , , ,1,2,2,3,1,3,6,2,2, ,2, , , ,U,1,42,4,1, , , , ,1,1,1,1,1,1,1,1,0,1,3,4,3,3,3,3,2,0,1,2.794117647,0.975678353
201350,2,41116,1,1,1, ,2,1,1,3, ,1,1,2,2,2,2,2,2,4,4,3,3,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2, ,3,3,2,2, , , , ,1,2,8,4,8,3,3,2,3,3,3,2,58,2,2,1, , , , ,3,2,1,3,8,8,2,1, , ,2, , , ,R,2,20,1,1, , , , ,1,1,1,1,1,1,1,3,0,9,3,0,3,3,5,1,1,0,1,2.882352941,1.006489249
201353,2,41116,1,1,1, ,3,1,1,2, ,1,1,1,2,2,2,1,2,1,2,8,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,4,2,2,2,1,1,2,1,1,2,2,3,2,2,2,1,3,2,3,3,1,18,1,2,1, , , , ,6,2,2,2, ,3,98,4,4, ,1, , , ,U,3,48,3,1, , , , ,1,1,1,1,1,1,1,1,0,2,4,3,2,2,1,1,3,1,1,3.970588235,1.386490291
201355,2,41316,1,1,1, ,2,1,1,1, ,1,1,1,1,1,2,1,4,4,3,3,1,2,3,2,2,1,1,2,2,2,2,2,1,1,2,1,2,8,1,2,2,2,2,2,2,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,3,1,1,1,2,1,1,55,6,2,1, , , , ,1,2,1,2, ,3,8,2,2, ,1, , , ,R,2,20,1,1, , , , ,1,1,1,1,1,1,1,3,0,2,4,3,2,2,5,3,2,1,1,1,0.349190147
201357,2,41116,1,1,1, ,2,1,1,2, ,1,1,1,2,1,1,2,2,1,2,2,3,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,1,2,2,3,2,3,3,3,2,2,23,6,2,1, , , , ,6,2,1,2, ,4,3,4,4, ,2, , , ,U,4,8,5,1, , , , ,1,1,1,1,1,1,1,1,0,2,5,2,3,3,1,3,3,0,1,3,1.047570442
201362,2,41116,1,1,1, ,1,1,1,1, ,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2, ,2,1,2,1,2,2,2,1,4,3,1,2,1,2,1,1,1,1,3,3,1,1,2,1,3,1,2,2,2,44,6,2,1, , , , ,1,1,1,2, ,4,9,4,2, ,2, , , ,U,3,48,3,1, , , , ,1,1,1,1,1,1,1,2,2,2,5,1,3,3,3,3,2,0,1,2.617647059,0.914056562
201365,2,41116,1,1,1, ,1,1,2,5, ,2,2,2,2,2,2,1,2,2,3, ,2,2,2,1,2,2,2,2, ,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1, , , , , , ,2, , , , ,2,3,2,4,2,2,3,3,2,3,3,1,31,3,2,1, , , , ,2,2,1,2, ,3,3,4,2, ,2, , , ,S,2,39,2,1, , , , ,1,2,1,1,1,1,1,1,2,2,4,2,3,3,2,1,2,0,1,3.882352941,1.355679396
201374,2,41116,1,1,2, ,2,2,2, , ,2, , , , , , ,2,2, , ,2,2,2,3,2,1,2, , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,1,3,1,2,71,2,2,1, , , , ,1,2,3,2, ,3,3,2,2, ,1, , , ,U,2,18,5,1, , , , ,0,2,1,1,1,1,1,5,0,2,4, ,2,2,6,1,2,1,1,3.558823529,1.242706113
201378,2,41116,1,1,1, ,2,1,1,4, ,1,1,1,1,1,1,1,2,2,2,4,2,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,2,3,1,2,1,2,2,1,1,1,3,2,8,9,2,2,3,3,3,2,2,32,6,2,3, , , , ,1,1,3,2, ,3,8,3,2, ,2, , , ,U,2,39,5,3, , , , ,1,1,3,4,5,4,1,1,1,2,4,3,3,3,2,3,2,0,1,3.352941176,1.170814024
201379,2,42816,2,1,1, ,2,1,1,3, ,1,1,1,2,2,2,1,1,1,4,4,1,3,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2, ,2,2,2,2,2,2,2,1,4,3,2,1,2, , , , ,2,2,4,2,2,3,3,3,3,3,3,2,52,6,1,2, , , ,3,4,2,1,2, ,4,1,2,2, ,2, , , ,U,1,42,4,2, , , , ,1,1,2,3,4,3,1,3,0,2,5,1,3,3,4,3,2,0,1,2.088235294,0.72919119
201391,2,41316,1,1,1, ,1,1,1,1, ,1,1,1,1,1,1,2,2,1,2,2,4,3,4,2,1,1,1,1,1,1,2,1,2,1,2,1,2,3,2,2,2,2,1,1,1,1,4,1,1,2,1,1,1,1,1,1,2,2,4,3,4,3,3,1,3,1,1,27,6,2,1, , , , ,2,2,1,2, ,5,7,2,2, ,2, , , ,U,3,13,4,1, , , , ,1,1,1,1,1,1,1,1,0,2,5,3,3,3,2,3,2,0,1,1.941176471,0.677839698
201394,2,41316,1,1,2, ,2,1,1,2, ,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2, ,2,1,2,2,1,1,1,2, ,3,2,1,1,2,2,1,2,2,1,2,2,1,1,2,3,1,3,3,2,74,4,2,1, , , , ,5,2,8,1, ,1,3,2,2, ,1, , , ,R,2,39,2,1, , , , ,1,1,1,1,1,1,1,5,0,1,1,1,2,2,6,2,2,1,1,1.764705882,0.616217907
201398,2,41316,1,1,2, ,2,1,1,2, ,1,2,1,1,2,2,1,2,4,2, ,2,1,2,2,1,2,2,2, ,2,2,2,1,2,2,2,2, ,2,2,2,2,2,1, ,1,2,4,3,1,1,2,2, ,2,2,2,2,2,2,3,1,1,1,3,2,1,55,6,2,1, , , , ,1,2,1,3,1,3,8,2,2, ,2, , , ,U,3,21,4,1, , , , ,1,1,1,1,1,1,1,3,0,1,3,1,3,3,5,3,2,0,1,1.294117647,0.451893132
201399,2,41316,1,1,2, ,2,1,1,1, ,1,1,1,2,2,1,1,2,2,4,4,4,2,3,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2, ,1,1,1,1,2,2,1,1,2,2,2,2,2,3,3,1,1,3,3,1,50,6,2,1, , , , ,6,2,1,2, ,3,6,1, , ,1, , , ,U,3,12,4,1, , , , ,1,1,1,1,1,1,1,2,0,2,4,2,2,2,4,3,1,1,1,1.205882353,0.421082237
201401,2,41316,1,1,1, ,2,1,1,2, ,1,1,1,2,1,1,1,2,3,1,4,2,1,8,3,2,2,1,1,2,1,2,2,2,2,1,1,2,4,2,2,2,1,1,1,1,1,9,3,2,1,1,2,2,1,2,2,1,1,3,3,4,2,3,2,2,3,1,40,6,2,1, , , , ,1,1,1,3,1,3,7,4,2, ,2, , , ,R,2,31,1,1, , , , ,1,1,1,1,1,1,1,2,2,1,3,2,3,3,3,3,2,0,1,1.941176471,0.677839698
201403,2,41316,1,1,2, ,2,2,2, , ,2, , , , , , ,1,2, , ,3,1,1,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,3,2,1,2,8,2,3,1,2,3,2,77,3,2,1, , , , ,1,2,2,2, ,5,3,2,2, ,1, , , ,U,2,29,2,1, , , , ,0,2,1,1,1,1,1,5,0,2,5, ,2,2,6,1,2,1,1,2.705882353,0.944867458
201404,2,41316,1,1,2, ,2,1,1,2, ,1,1,1,2,1,2,1,3,3,4,4,3,5,3,3,2,2,2,2,1,2,2,1,2,2,2,2,2, ,2,2,2,2,1,2,2,2, ,1,1,2,1,2,2,1,1,2,2,2,4,3,3,3,3,2,3,1,2,23,5,2,1, , , , ,2,2,3,1, ,2,6,2,2, ,2, , , ,S,3,28,1,1, , , , ,1,1,1,1,1,1,1,1,0,1,1,1,3,3,1,2,2,0,1,3.941176471,1.376219993
201406,2,41316,1,1,1, ,2,1,1,1, ,1,9,2,1,2,2,1,4,4,4, ,4,4,4,2,2,2,1,2, ,1,2,1,2,2,2,2,2, ,2,1,1,2,1,1, ,1,3,8,2,1,1,1,2, ,2,8,1,1,4,3,2,1,3,1,3,2,2,59,4,2,2, , , , ,3,2,1,2, ,3,4,3,3, ,1, , , ,U,2,17,3,2, , , , ,1,1,2,2,2,2,1,3,0,2,4,1,2,2,5,2,3,1,1,2.352941176,0.821623876
201412,2,42016,1,1,1, ,1,1,1,2, ,1,1,1,1,1,1,1,2,1,3,3,4,2,3,2,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,3,3,2,2,1,1,2,3,2,69,8,2,1, , , , ,1,2,2,3,1,3,8,3,3, ,2, , , ,S,3,12,4,1, , , , ,1,1,1,1,1,1,1,4,0,1,3,2,3,3,6,3,3,0,1,1.323529412,0.46216343
201414,2,42016,1,1,1, ,1,1,1,2, ,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,1,3,1,2,1,2,2,1,1,1,2,2,2,2,2,3,1,1,1,3,1,55,6,2,1, , , , ,1,1,1,3,9,4,9,4,3, ,1, , , ,R,3,24,2,1, , , , ,1,1,1,1,1,1,1,3,1,9,3,2,2,2,5,3,3,1,1,1.117647059,0.390271341
201416,2,42016,1,1,1, ,1,1,1,2, ,1,1,1,1,1,1,2,2,1,1,2,2,1,2,3,2,2,1,2,2,2,2,1,2,2,2,2,2, ,2,1,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,8,2,2,3,2,2,1,3,1,2,3,2,56,4,2,1, , , , ,1,2,3,2, ,4,9,2,2, ,2, , , ,S,4,53,3,1, , , , ,1,1,1,1,1,1,1,3,0,2,5,1,3,3,5,2,2,0,1,2,0.698380295
201417,2,42016,1,1,2, ,1,1,1,2, ,1,1,1,1,2,1,1,3,2,3,3,3,2,3,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2, ,3,3,2,2, , , , ,1,3,2,2,2,2,3,3,1,3,3,2,65,6,2,1, , , , ,1,2,3,2, ,3,6,2,2, ,1, , , ,S,3,21,4,1, , , , ,1,1,1,1,1,1,1,4,0,2,4,2,2,2,6,3,2,1,1,1.176470588,0.410811938
201419,2,42016,1,1,2, ,2,1,1,2, ,1,1,1,2,1,2,2,2,8,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2, ,3,2,1,2, , , , ,1,2,3,4,4,4,3,3,3,3,3,1,75,6,2,1, , , , ,1,2,3,1, ,3,8,2,2, ,2, , , ,R,3,12,2,1, , , , ,1,1,1,1,1,1,1,5,0,1,2,3,3,3,6,3,2,0,1,1.294117647,0.451893132
201424,2,42016,1,1,2, ,1,1,1,2, ,1,2,1,1,2,1,1,4,3,4, ,4,2,4,1,2,2,2,2, ,2,2,2,2,2,1,1,2,5,2,2,2,2,1,2, ,1,1,1,2,2,1,2,2, ,1,1,1,2,4,2,3,3,3,2,3,2,1,25,3,1,1, , , ,1,3,1,1,3,1,3,2,5,2, ,2, , , ,R,2,39,1,1, , , , ,1,1,1,3,3,3,1,1,3,1,3,2,3,3,2,1,2,0,1,2.911764706,1.016759547
201429,2,42016,1,1,2, ,1,1,1,4, ,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2, ,2,2,1,2,2,2,2,2, ,2,2,2,2, , , , ,2,1,2,2,2,2,2,2,1,3,3,1,57,4,2,1, , , , ,3,2,1,2, ,2,4,4,3, ,2, , , ,S,2,39,4,1, , , , ,1,1,1,1,1,1,1,3,1,2,4,1,3,3,5,2,3,0,1,2.911764706,1.016759547
201437,2,42016,1,1,1, ,1,1,1,2, ,1,1,1,1,1,1,1,4,4,4,3,4,1,1,3,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,32,3,2,1, , , , ,1,1,1,1, ,1,7,4,2, ,2, , , ,S,3,13,2,1, , , , ,1,1,1,1,1,1,1,1,2,1,1,2,3,3,2,1,2,0,1,4.823529412,1.684328947
201438,2,42016,1,1,2, ,1,1,1,2, ,1,1,1,2,1,2,1,4,1,4,4,4,4,4,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,1,1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,3,3,1,3,2,2,72,8,2,1, , , , ,1,2,3,1, ,3,8,2,2, ,1, , , ,U,1,23,2,1, , , , ,1,1,1,1,1,1,1,5,0,1,2,2,2,2,6,3,2,1,1,1.205882353,0.421082237
201440,2,42016,1,1,1, ,2,1,1,4, ,2,2,2,2,2,2,1,1,2,2, ,4,2,3,2,2,2,2,2, ,2,2,1,1,2,2,2,2,1,2,8,2,2,1,2, , , , , , ,2, , , , ,2,4,4,1,1,2,3,3,2,3,3,1,64,3,2,1, , , , ,2,2,1,3,2,8,3,2,2, ,2, , , ,R,2,39,1,1, , , , ,1,2,1,1,1,1,1,4,0,2,3,2,3,3,5,1,2,0,1,3.088235294,1.078381338
201441,2,42016,1,1,2, ,2,1,1,1, ,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,4,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,3,3,3,3,3,1,18,2,1,1, , , ,1,6,2,2,2, ,3,99,5,5, ,2, , , ,S,1,36,5,1, , , , ,1,1,1,3,3,3,1,1,0,2,4,2,3,3,1,1,3,0,1,4.352941176,1.520004171
201445,2,42916,1,1,2, ,1,1,1,1, ,1,1,1,2,2,1,2,4,2,2,1,4,2,4,1,2,2,1,2,2,2,2,1,2,2,2,2,2, ,2,1,2,1,1,1,8,2, ,4,3,1,1,1,1,1,1,8,2,2,4,2,2,2,3,2,3,2,1,37,8,1,1, , , ,1,1,1,2,1, ,2,98,8,2, ,1, , , ,S,3,45,2,1, , , , ,1,1,1,3,3,3,1,2,6,1,1,1,2,2,3,3,2,1,1,1.705882353,0.59567731
201447,2,42016,1,1,1, ,1,1,1,2, ,1,1,1,1,2,1,2,2,2,2,3,2,2,2,3,2,1,2,1,2,2,2,1,2,2,2,2,2, ,1,1,2,2,1,2,1,1,3,3,2,1,1,2,2,1,1,1,2,2,2,1,1,2,3,1,3,1,1,27,3,2,1, , , , ,6,1,2,4,8,9,4,2,1, ,1, , , ,R,2,26,1,1, , , , ,1,1,1,1,1,1,1,1,1,9,9,1,2,2,2,1,1,1,1,2.323529412,0.811353578
201449,2,42016,1,1,1, ,1,1,1,2, ,1,2,2,2,2,2,1,2,2,2, ,3,2,2,2,2,2,2,2, ,2,2,2,1,2,1,1,2,5,1,2,2,2,2,2, ,1,2,4,2,2,2, , , , ,2,3,3,2,2,3,2,2,2,3,3,1,78,8,2,1, , , , ,1,2,1,3,1,2,9,2,2, ,1, , , ,S,3,37,3,1, , , , ,1,1,1,1,1,1,1,5,0,1,3,3,2,2,6,3,2,1,1,1.264705882,0.441622834
201454,2,42016,1,1,2, ,2,1,1,1, ,1,1,2,2,2,2,2,1,4,1,2,3,5,1,3,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2, ,1,3,2,1,2,2,1,1,1,3,3,1,1,2,3,3,3,3,2,1,23,5,2,1, , , , ,6,2,2,3,1,1,2,5,5, ,1, , , ,S,3,12,3,1, , , , ,1,1,1,1,1,1,1,1,0,1,3,2,2,2,1,2,3,1,1,4.205882353,1.468652679
201460,2,42016,1,1,1, ,1,1,2,2, ,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2, ,4,2,2,2, , , , ,2,2,2,3,3,4,2,2,1,3,1,2,58,8,2,3, , , , ,1,2,2,2, ,3,8,2,2, ,1, , , ,U,1,42,3,3, , , , ,1,1,3,4,5,4,1,3,0,2,4,2,2,2,5,3,2,1,1,1.294117647,0.451893132
201471,2,42916,1,1,2, ,2,2,2, , ,2, , , , , , ,3,4, , ,4,4,4,2,2,2,2, , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,3,2,3,2,3,2,3,1,1,55,6,2,1, , , , ,6,2,1,1, ,2,4,1, , ,2, , , ,R,3,28,1,1, , , , ,0,2,1,1,1,1,1,3,0,1,1, ,3,3,5,3,1,0,1,1.029411765,0.359460446
201478,2,42016,1,1,2, ,2,1,1,1, ,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,2,2,2,2,2,2, ,1,1,1,1,2,2,2,2, ,4,3,1,1,2,2,1,1,1,1,1,3,4,2,3,3,3,3,2,2,47,3,2,2, , , , ,1,2,3,3,8,5,7,2,2, ,1, , , ,S,1,42,3,2, , , , ,1,1,2,2,2,2,1,2,0,9,3,0,2,2,4,1,2,1,1,4.764705882,1.66378835
201480,2,42016,1,1,1, ,2,1,1,2, ,1,1,2,2,2,2,1,2,2,2,2,2,5,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2, ,1,3,2,2, , , , ,2,3,2,3,2,2,3,3,1,3,3,2,22,4,2,1, , , , ,3,1,3,3,2,3,3,4,2, ,2, , , ,U,3,48,4,1, , , , ,1,1,1,1,1,1,1,1,2,2,3,2,3,3,1,2,2,0,1,5.029411765,1.756221036
201482,2,42016,1,1,1, ,2,1,1,2, ,1,1,1,1,1,1,2,2,2,3,3,3,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2, ,1,2,2,2,1,2,2,2, ,2,1,2,1,1,2,1,1,1,2,2,3,3,8,1,2,1,3,1,2,55,7,2,1, , , , ,1,1,1,4,1,8,99,3,2, ,1, , , ,R,1,42,2,1, , , , ,1,1,1,1,1,1,1,3,1,1,9,1,2,2,5,3,2,1,1,1.235294118,0.431352535
201488,2,42016,1,1,1, ,1,1,1,1, ,1,1,1,1,2,1,2,1,1,1,2,4,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,4,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,3,2,3,3,2,1,1,1,2,1,2,52,6,2,1, , , , ,1,1,3,1, ,1,6,4,3, ,2, , , ,S,2,26,3,1, , , , ,1,1,1,1,1,1,1,3,1,1,1,2,3,3,4,3,3,0,1,2.470588235,0.86270507
201499,2,42016,1,1,1, ,1,1,1,2, ,1,1,1,2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2, ,1,2,2,1,1,1,1,1,2,2,2,2,2,1,3,3,1,3,1,2,25,6,2,1, , , , ,6,2,1,1, ,2,3,1, , ,2, , , ,S,3,48,5,1, , , , ,1,1,1,1,1,1,1,1,0,1,1,2,3,3,2,3,1,0,1,3.205882353,1.119462532
201504,2,42016,1,1,2, ,2,1,1,3, ,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,1,1,2,1,4,2,1,1,1,2,1,1,2,2,1,2,3,3,4,2,3,1,2,3,2,55,5,2,1, , , , ,1,1,3,1, ,3,7,4,2, ,2, , , ,R,3,1,1,1, , , , ,1,1,1,1,1,1,1,3,2,1,2,2,3,3,5,2,2,0,1,1.705882353,0.59567731
201506,2,42016,1,1,2, ,2,1,1,1, ,1,1,1,1,1,1,2,2,1,2,2,4,1,2,1,2,1,1,1,2,2,2,2,2,1,1,1,2,3,1,1,1,1,1,1,8,1,4,1,1,2,1,1,1,1,1,2,2,2,3,2,2,2,3,2,3,1,1,47,4,2,1, , , , ,2,2,1,2, ,4,9,2,2, ,1, , , ,U,3,48,5,1, , , , ,1,1,1,1,1,1,1,2,0,2,5,3,2,2,4,2,2,1,1,3.676470588,1.283787307
201511,2,42016,1,1,1, ,1,1,1,2, ,1,1,2,2,2,2,1,2,1,2,2,4,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,1,2,1,2, ,1,1,2,1,1,2,1,1,1,2,2,3,4,3,1,3,3,3,1,1,28,4,2,1, , , , ,6,2,1,3,1,5,3,3,3, ,1, , , ,S,2,55,3,1, , , , ,1,1,1,1,1,1,1,1,0,1,3,2,2,2,2,2,3,1,1,4.558823529,1.591896261
201516,2,42016,2,1,2, ,2,1,1,2, ,2,1,2,2,2,2,1,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2, ,2,2,2,2,1,2,2, , , , , ,2, , , , ,2,8,2,2,2,2,3,3,2,3,3,2,30,4,1,7, , , ,3,2,1,2,3,2,3,1,2,2, ,2, , , ,R,3,37,1,7, , , , ,1,2,5,3,4,3,1,1,0,2,3,1,3,3,2,2,2,0,1,4.176470588,1.458382381
201519,2,42016,1,1,2, ,1,1,1,1, ,1,1,1,1,1,1,1,4,8,2,4,4,4,4,3,2,1,1,2,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2, ,3,2,2,1,2,2,2,1,1,1,1,3,2,3,1,1,1,3,1,1,50,3,2,9, , , , ,9,2,1,9,9,9,99,1, , ,1, , , ,S,1,34,4,9, , , , ,1,1,9,9,9,9,1,2,0,9,9,2,2,2,4,1,1,1,1,3.117647059,1.088651636
201521,2,42016,1,1,1, ,2,1,2,5, ,2,2,1,2,8,1,1,2,5,8, ,1,1,2,3,2,2,2,2, ,2,2,1,2,2,2,2,2, ,1,2,2,2,2,8, , , , , , ,2, , , , ,2,2,1,8,2,2,2,3,1,2,1,2,79,5,2,1, , , , ,6,2,3,2, ,3,5,1, , ,2, , , ,R,3,10,2,1, , , , ,1,2,1,1,1,1,1,5,0,2,4,1,3,3,6,2,1,0,1,1.823529412,0.636758504
201522,2,42016,1,1,2, ,2,1,1,4, ,2,1,1,1,2,2,1,1,1,2,3,2,1,2,3,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,2,2, , , , , ,1,1,2,1,2,1,2,2,2,2,2,3,3,1,2,3,2,54,6,2,1, , , , ,1,2,1,1, ,2,9,3,3, ,1, , , ,S,1,42,4,1, , , , ,1,2,1,1,1,1,1,3,0,1,1,2,2,2,4,3,3,1,1,3.029411765,1.057840741
