user_tweet_id	user	user_id	tweet_id	text	hashtags	tweet_date	user_start	followers_count	friends	total_tweets	location	timezone	sarcasm	sarcastic	irony	ironic	happy	sad	seriously	num_ht
343699811_173864405753278464	dangerousepp	343699811	173864405753278464	feeling helpful 	['happy']	Sun Feb 26 20:17:59 +0000 2012	Wed Jul 27 23:25:31 +0000 2011	291	902	2202	Washington, DC	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
23539788_804906759726854144	hellocindy	23539788	804906759726854144	@KaceyMusgraves in her sparkle outfit, singing her sparkle makes me wanna sparkle 	['happy']	Sat Dec 03 04:35:00 +0000 2016	Tue Mar 10 01:47:23 +0000 2009	17784	1410	3579		Arizona	0	0	0	0	1	0	0	1
1340496614_564615813995708417	SlappaDbass	1340496614	564615813995708417	While I don't care for most of today's pop music, I must say that @talwilkenfeld rocked on 	['happy']	Mon Feb 09 02:44:34 +0000 2015	Tue Apr 09 23:29:01 +0000 2013	51	142	626	Kitchener, Ontario	Atlantic Time (Canada)	0	0	0	0	1	0	0	1
37358539_197873883548876800	ChristinaJ_27	37358539	197873883548876800	started ()Mere Christianity() again today. so happy i have time to read for fun again ^.^ 	['happy']	Thu May 03 02:23:04 +0000 2012	Sun May 03 03:54:25 +0000 2009	34	102	2046	Indianapolis, IN	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
189794471_595827030903627777	MissyLynnMusic	189794471	595827030903627777	@FOCUSonthe615 love posts like this ;) 	['happy']	Wed May 06 05:46:48 +0000 2015	Sun Sep 12 07:01:01 +0000 2010	1625	1476	2672	Salt Lake City		0	0	0	0	1	0	0	1
167765921_448582437506146305	2ritas	167765921	448582437506146305	I'm just over excited. I got my PhD grant in ecology today. Couldn't feel much better than the way I feel tonight! 	['happy']	Tue Mar 25 22:09:22 +0000 2014	Sat Jul 17 13:01:15 +0000 2010	129	765	4173		Brussels	0	0	0	0	1	0	0	1
56264065_392988167969574912	smith_shots	56264065	392988167969574912	Denmark Is Considered The Happiest Country. You'll Never Guess Why.  via @HealthyLiving 	['happy']	Wed Oct 23 12:17:35 +0000 2013	Mon Jul 13 02:39:11 +0000 2009	212	907	1420	Kentucky	Central Time (US & Canada)	0	0	0	0	1	0	0	1
56264065_380446323021209600	smith_shots	56264065	380446323021209600	21 Habits Of Supremely Happy People -  	['happy']	Wed Sep 18 21:40:46 +0000 2013	Mon Jul 13 02:39:11 +0000 2009	212	907	1420	Kentucky	Central Time (US & Canada)	0	0	0	0	1	0	0	1
24238856_404142914064105472	DeteMeserve	24238856	404142914064105472	@PatriciaHeaton Both our college boys came home today. 	['happy']	Sat Nov 23 07:02:33 +0000 2013	Fri Mar 13 19:53:48 +0000 2009	1052	1019	2152	Los Angeles, California		0	0	0	0	1	0	0	1
262360118_224594513098846210	x_briolin_x	262360118	224594513098846210	Feeling incredibly good this morning 	['happy']	Sun Jul 15 20:01:19 +0000 2012	Mon Mar 07 22:20:11 +0000 2011	53	168	1481	Los-Angeles	Pacific Time (US & Canada)	0	0	0	0	1	0	0	1
14360488_903428014737903618	theerinherself	14360488	903428014737903618	@PromoteHorror Say wha.....?! If I had a wig on it would've flipped.  	['happy']	Fri Sep 01 01:23:18 +0000 2017	Fri Apr 11 12:50:24 +0000 2008	1103	1095	8717		America/Chicago	0	0	0	0	1	0	0	1
14360488_674640489354694656	theerinherself	14360488	674640489354694656	Today is an awesome day! I can't think of a better way to start my day & my winter vacation. 	['happy']	Wed Dec 09 17:23:21 +0000 2015	Fri Apr 11 12:50:24 +0000 2008	1103	1095	8717		America/Chicago	0	0	0	0	1	0	0	1
14360488_637930484547190786	theerinherself	14360488	637930484547190786	It's cool outside! Enjoying it while I can. Sitting on the porch & listening to music. I'm shivering in summer clothes but I love it. 	['happy']	Sun Aug 30 10:10:54 +0000 2015	Fri Apr 11 12:50:24 +0000 2008	1103	1095	8717		America/Chicago	0	0	0	0	1	0	0	1
34980952_705429631520940032	lizziesantosa	34980952	705429631520940032	Karakteristik genrasi net utk VT sapa siang kompastv dikutip dr buku Raising Children in Digital Era. 	['happy']	Thu Mar 03 16:28:25 +0000 2016	Fri Apr 24 17:17:50 +0000 2009	3544	184	11656	Indonesia	Pacific Time (US & Canada)	0	0	0	0	1	0	0	1
410358778_326109943323316224	ashley_seruya	410358778	326109943323316224	Food shopping may be the most therapeutic thing I've done all week 	['happy']	Sun Apr 21 23:07:23 +0000 2013	Sat Nov 12 00:27:02 +0000 2011	99	192	925		Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
439608746_297192572877697025	aroseg_	439608746	297192572877697025	I love when music puts me in a better mood 	['happy']	Fri Feb 01 04:00:05 +0000 2013	Sun Dec 18 00:27:51 +0000 2011	180	662	2504	Minneapolis 	Mountain Time (US & Canada)	0	0	0	0	1	0	0	1
152600314_638707635114520577	nishdshah	152600314	638707635114520577	Good day at the office today. Recvd board approval for and unveiled our very employee-friendly stock option plan. 	['happy']	Tue Sep 01 13:39:01 +0000 2015	Sun Jun 06 11:21:11 +0000 2010	608	1225	2504	Pune, India	Mumbai	0	0	0	0	1	0	0	1
622200817_231505856661954560	lauralunabooks	622200817	231505856661954560	I went to the Shedd Aquarium!!! 	['happy']	Fri Aug 03 21:44:32 +0000 2012	Fri Jun 29 20:06:25 +0000 2012	120	244	1546	Michigan	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
551100482_610945646401601536	NaomiLaeuchli	551100482	610945646401601536	Weeeee!!!! Some days are just awesome and fun for no reason! I love days like these :-) 	['happy']	Tue Jun 16 23:02:47 +0000 2015	Wed Apr 11 15:57:57 +0000 2012	49	135	289		Hawaii	0	0	0	0	1	0	0	1
551100482_497905146752294912	NaomiLaeuchli	551100482	497905146752294912	Some days are just good. 	['happy']	Sat Aug 09 00:40:12 +0000 2014	Wed Apr 11 15:57:57 +0000 2012	49	135	289		Hawaii	0	0	0	0	1	0	0	1
88320058_312057073619845121	emmforrce	88320058	312057073619845121	I thinks it's important for everyone to know...... I'm in a romantic relationship with Netflix, & we can't get enough of each other. 	['happy']	Thu Mar 14 04:26:18 +0000 2013	Sun Nov 08 01:33:51 +0000 2009	145	161	5746		Pacific Time (US & Canada)	0	0	0	0	1	0	0	1
604163753_501949428203151360	emilycordes	604163753	501949428203151360	Been a long time since I've been able to say this about full time work (as opposed to freelance) but I LOVE my job. 	['happy']	Wed Aug 20 04:30:44 +0000 2014	Sun Jun 10 03:48:55 +0000 2012	774	872	6796	Sydney, Australia	New Caledonia	0	0	0	0	1	0	0	1
604163753_444674433689849856	emilycordes	604163753	444674433689849856	Drinking beer, packing up and dancing to Arcade Fire. Life is seriously fucking sweet right now. 	['happy']	Sat Mar 15 03:20:21 +0000 2014	Sun Jun 10 03:48:55 +0000 2012	774	872	6796	Sydney, Australia	New Caledonia	0	0	0	0	1	0	0	1
277823810_86378173691998209	spinpixie	277823810	86378173691998209	I only wake up this early for @soulcycle ... Or for the safari at Animial Kingdom WDW! :-D 	['happy']	Thu Jun 30 10:18:56 +0000 2011	Wed Apr 06 03:17:19 +0000 2011	533	996	2306	New York City	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
313014413_302837026707869696	RigoEliezar	313014413	302837026707869696	Leaving was the best thing I could have done this morning. Goodbye Volkswagen, it's been a slice. For now I'm building homes. 	['happy']	Sat Feb 16 17:49:08 +0000 2013	Wed Jun 08 01:15:08 +0000 2011	66	285	1650	Deathbridge Hellberta	Mountain Time (US & Canada)	0	0	0	0	1	0	0	1
28447986_348608344119996416	laurenfitzz	28447986	348608344119996416	I could not ask for a better time than sitting at @LiveAtFirefly with 3 of my best friends @juliekosin @ginaacicco @Kel_Morrass89 	['happy']	Sun Jun 23 01:08:00 +0000 2013	Thu Apr 02 23:34:15 +0000 2009	236	905	6437	Scranton 	Quito	0	0	0	0	1	0	0	1
301938132_136713740623163392	KongMyWhopper	301938132	136713740623163392	Day off and 'everybody loves raymond' is on tv 	['happy']	Wed Nov 16 07:54:30 +0000 2011	Fri May 20 09:58:03 +0000 2011	91	525	2393		London	0	0	0	0	1	0	0	1
126556672_193978445976449024	simarjeetnagpal	126556672	193978445976449024	Finally.....Finally @theawesomesingh has come back....................................................................H.O.M.E  	['Happy']	Sun Apr 22 08:24:00 +0000 2012	Fri Mar 26 07:09:32 +0000 2010	138	147	1377	YouTube.com/openlacestudio	New Delhi	0	0	0	0	1	0	0	1
327301007_303151218744766464	ElaineODowd	327301007	303151218744766464	Hair is nearly back to its natural colour 	['happy']	Sun Feb 17 14:37:37 +0000 2013	Fri Jul 01 10:14:13 +0000 2011	207	196	4756	Dublin , Ireland	Casablanca	0	0	0	0	1	0	0	1
327301007_298227730347094017	ElaineODowd	327301007	298227730347094017	Only 4 days in school this week for me 	['happy']	Mon Feb 04 00:33:26 +0000 2013	Fri Jul 01 10:14:13 +0000 2011	207	196	4756	Dublin , Ireland	Casablanca	0	0	0	0	1	0	0	1
487161548_293920698680877059	abbylivinmylife	487161548	293920698680877059	Eff yes my chem and bio books still work for the next course. The most expensive book I need is only 70 bucks. Someone pinch me. 	['happy']	Wed Jan 23 03:18:50 +0000 2013	Thu Feb 09 02:23:22 +0000 2012	68	184	3101	Las Vegas|San Diego|		0	0	0	0	1	0	0	1
14133561_18114812143730688	SLStanton	14133561	18114812143730688	Officially off work for 10 days. 	['happy']	Fri Dec 24 01:24:42 +0000 2010	Wed Mar 12 17:06:49 +0000 2008	288	610	1466	Minneapolis	Central Time (US & Canada)	0	0	0	0	1	0	0	1
787594848_405510812845879296	monicapkelly	787594848	405510812845879296	Loving @Pharrell's interactive music video:  	['Happy']	Wed Nov 27 01:38:06 +0000 2013	Tue Aug 28 18:36:26 +0000 2012	135	274	1216	Miami, Florida	Atlantic Time (Canada)	0	0	0	0	1	0	0	1
423188266_192758438139408384	RonaldJr93	423188266	192758438139408384	There is something about Adele that just puts me in a great mood 	['happy']	Wed Apr 18 23:36:07 +0000 2012	Mon Nov 28 05:53:46 +0000 2011	76	123	1077	Lacey, WA	Arizona	0	0	0	0	1	0	0	1
423188266_183318491485585409	RonaldJr93	423188266	183318491485585409	Ver succesful beach trip with @LauraSue93 the last too days! 	['Happy']	Fri Mar 23 22:25:08 +0000 2012	Mon Nov 28 05:53:46 +0000 2011	76	123	1077	Lacey, WA	Arizona	0	0	0	0	1	0	0	1
423188266_181617024907223040	RonaldJr93	423188266	181617024907223040	very successful first days of spring break 	['happy']	Mon Mar 19 05:44:07 +0000 2012	Mon Nov 28 05:53:46 +0000 2011	76	123	1077	Lacey, WA	Arizona	0	0	0	0	1	0	0	1
70881466_191401987529637888	clariceapple	70881466	191401987529637888	I bet my friends are better than your friends. :{) so thankful to be surrounded by wonderful, hilarious, and genuinely kind people. 	['happy']	Sun Apr 15 05:46:04 +0000 2012	Wed Sep 02 04:25:52 +0000 2009	117	326	2455	San Francisco, CA	Pacific Time (US & Canada)	0	0	0	0	1	0	0	1
70881466_187755705657344001	clariceapple	70881466	187755705657344001	In the midst of everything, we rarely stop to be thankful for what we have..but this week helped me realize how truly fortunate I am. 	['happy']	Thu Apr 05 04:17:03 +0000 2012	Wed Sep 02 04:25:52 +0000 2009	117	326	2455	San Francisco, CA	Pacific Time (US & Canada)	0	0	0	0	1	0	0	1
22546223_78705080701947904	kelseymcg20	22546223	78705080701947904	First glimpse of rain since Russia! 	['Happy']	Thu Jun 09 06:08:48 +0000 2011	Mon Mar 02 22:36:08 +0000 2009	260	549	2758	Overland Park, Kansas	America/Chicago	0	0	0	0	1	0	0	1
200455612_484368111827943424	charlotteMUCHH	200455612	484368111827943424	New shoes! 	['happy']	Wed Jul 02 16:08:51 +0000 2014	Sat Oct 09 10:24:02 +0000 2010	157	785	6111	Cornwall	London	0	0	0	0	1	0	0	1
628645898_683852100246331392	lo_myrick	628645898	683852100246331392	Wow. 75 yr adult development study  Health is a factor, but relationships r key. Incredible stuff @harvardmed 	['happy']	Mon Jan 04 03:27:00 +0000 2016	Fri Jul 06 19:14:33 +0000 2012	177	382	1180		Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
109637707_571700120007270400	ugamkumar	109637707	571700120007270400	Happiness is laughing your guts out with your friends. 	['happy']	Sat Feb 28 15:55:04 +0000 2015	Fri Jan 29 19:03:54 +0000 2010	309	188	1098	Delhi, India	New Delhi	0	0	0	0	1	0	0	1
757920984_430560340804263937	AlexDomingi	757920984	430560340804263937	Its been worth the wait 	['happy']	Tue Feb 04 04:35:59 +0000 2014	Tue Aug 14 21:30:06 +0000 2012	136	155	1968	Riverside, CA		0	0	0	0	1	0	0	1
19555183_127956792796909569	KellyPerry	19555183	127956792796909569	Even when I have the worst day, just laying in bed with Zack will turn it around. 	['happy']	Sun Oct 23 03:57:31 +0000 2011	Mon Jan 26 20:28:44 +0000 2009	406	606	4752	denver, co	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
1174741850_605352424274984960	xenosidea	1174741850	605352424274984960	I don't like talking much. But with a select few, I can make an exception. 	['happy']	Mon Jun 01 12:37:19 +0000 2015	Wed Feb 13 10:16:15 +0000 2013	29	212	445	Mable Leaf	Melbourne	0	0	0	0	1	0	0	1
3312199125_742463383300116480	SchizophrenicNY	3312199125	742463383300116480	I'm walking around NYC in my DONT BE PARANOID Tee and a random stranger tells me she loves my shirt! 	['happy']	Mon Jun 13 21:07:19 +0000 2016	Sun Jun 07 19:06:37 +0000 2015	591	706	1076	New York, USA		0	0	0	0	1	0	0	1
216340578_507650207467978753	lisacap67	216340578	507650207467978753	First up @avancapelle The secret sauce and it's kosher! our job as leaders is to ensure our staff are 	['happy']	Thu Sep 04 22:03:35 +0000 2014	Tue Nov 16 12:56:29 +0000 2010	479	1027	2920		Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
294763108_526411053950074880	Annaohgosh	294763108	526411053950074880	Spending my day with my grandparents. ❤️ no other way Id wanna spend it. 	['Happy']	Sun Oct 26 16:32:30 +0000 2014	Sat May 07 18:35:36 +0000 2011	113	336	6608		Central Time (US & Canada)	0	0	0	0	1	0	0	1
14468514_165378332941234176	andreasommer	14468514	165378332941234176	My foot is free!!! 	['happy']	Fri Feb 03 10:17:21 +0000 2012	Mon Apr 21 23:52:53 +0000 2008	482	822	1928	London, UK	London	0	0	0	0	1	0	0	1
87986797_567063019927375873	CSWynn	87986797	567063019927375873	@awkwardoptimist We need to get a bigger version of the image, add more penguins wearing penguins to the little jersey, and print it. 	['Happy']	Sun Feb 15 20:48:54 +0000 2015	Fri Nov 06 17:19:40 +0000 2009	411	812	1681	Johannesburg, South Africa	Harare	0	0	0	0	1	0	0	1
1974265609_436476691570245633	beth5672	1974265609	436476691570245633	@JemmaTyers application has been accepted to get advanced status! 	['happy']	Thu Feb 20 12:25:27 +0000 2014	Sun Oct 20 07:34:13 +0000 2013	110	595	1996	Wales, United Kingdom		0	0	0	0	1	0	0	1
523787761_251147963529838592	IDunnThat	523787761	251147963529838592	Such an amazing night, the only thing that could have made it better would be to call you 	['Happy']	Thu Sep 27 02:35:15 +0000 2012	Tue Mar 13 23:20:24 +0000 2012	798	1302	2295	Columbia, MO	Pacific Time (US & Canada)	0	0	0	0	1	0	0	1
2177258787_669144078400020480	ONEandONLYJNICE	2177258787	669144078400020480	Once you not only SEE but MARVEL at the miracle in everything, the world brims with 	['HAPPY']	Tue Nov 24 13:22:35 +0000 2015	Mon Nov 11 19:39:33 +0000 2013	352	2303	5232	GALACTICAL		0	0	0	0	1	0	0	1
2177258787_660114239919669248	ONEandONLYJNICE	2177258787	660114239919669248	Everyone's seeking the same thing. 	['HAPPY']	Fri Oct 30 15:21:13 +0000 2015	Mon Nov 11 19:39:33 +0000 2013	352	2303	5232	GALACTICAL		0	0	0	0	1	0	0	1
1952404195_514895993989758976	Chrissi_Elliott	1952404195	514895993989758976	Great day. Brilliant Night. Fun was had, and I learned a few things too.  A day to remember.  :-)  	['happy']	Wed Sep 24 21:55:45 +0000 2014	Thu Oct 10 18:45:10 +0000 2013	796	2089	3375	Home & Horizon bound.	Pacific Time (US & Canada)	0	0	0	0	1	0	0	1
363116719_389186656617902080	Ploggles	363116719	389186656617902080	@suziperry @BBCOne @BBCTwo @matt77roberts 	['HAPPY']	Sun Oct 13 00:31:44 +0000 2013	Sat Aug 27 15:14:41 +0000 2011	169	700	6151	The 'Shev', NW England	London	0	0	0	0	1	0	0	1
272099260_650102659341492228	groovymand	272099260	650102659341492228	Serendipity ❤️ 	['happy']	Sat Oct 03 00:18:46 +0000 2015	Fri Mar 25 20:47:53 +0000 2011	260	419	2245	UK	Casablanca	0	0	0	0	1	0	0	1
480994231_501097613479776258	LuvdragonsTweet	480994231	501097613479776258	@Iamhappynow2014 You're a friend, wise one and invigorating person. I'm glad we have gotten to know eachother so well over the years. 	['happy']	Sun Aug 17 20:05:55 +0000 2014	Thu Feb 02 05:14:02 +0000 2012	327	798	739	Ottawa, Ontario, Canada	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
34220336_568523861580333056	kc5thelement	34220336	568523861580333056	Great visit with old and true friends = great day. Natural high from thoughtful and stimulating conversation. Moments to live for! 	['happy']	Thu Feb 19 21:33:45 +0000 2015	Wed Apr 22 08:07:41 +0000 2009	716	1910	3408	MI, USA	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
34220336_142498194012635137	kc5thelement	34220336	142498194012635137	Sometimes being wrong is the best feeling ever. 	['happy']	Fri Dec 02 06:59:51 +0000 2011	Wed Apr 22 08:07:41 +0000 2009	716	1910	3408	MI, USA	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
34220336_103968408525213697	kc5thelement	34220336	103968408525213697	Fantastic day with beautiful family and loved ones! 	['happy']	Wed Aug 17 23:16:14 +0000 2011	Wed Apr 22 08:07:41 +0000 2009	716	1910	3408	MI, USA	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
2163660427_434389775898779649	_AndreaChu	2163660427	434389775898779649	Soon we will cease to be homeless in Granada 	['happy']	Fri Feb 14 18:12:47 +0000 2014	Tue Oct 29 22:40:11 +0000 2013	69	357	2328	Eurasia	Amsterdam	0	0	0	0	1	0	0	1
41790057_713060383012028416	irishnicola	41790057	713060383012028416	@RiversCorbett Sometimes both on the same day. 	['happy']	Thu Mar 24 17:50:17 +0000 2016	Fri May 22 10:47:18 +0000 2009	773	671	6179	New Brunswick, Canada	Atlantic Time (Canada)	0	0	0	0	1	0	0	1
41790057_596532462479478784	irishnicola	41790057	596532462479478784	Watching the sun set, the cruise ships go by and the sea lions playing in the water- all beside my love @turbona . Life is so good. 	['happy']	Fri May 08 04:29:56 +0000 2015	Fri May 22 10:47:18 +0000 2009	773	671	6179	New Brunswick, Canada	Atlantic Time (Canada)	0	0	0	0	1	0	0	1
78456035_164767819941158912	abbypence	78456035	164767819941158912	If I can wear sunglasses, it's a great day 	['happy']	Wed Feb 01 17:51:24 +0000 2012	Tue Sep 29 23:59:40 +0000 2009	207	485	2468		Central Time (US & Canada)	0	0	0	0	1	0	0	1
948233935_356138526301093888	AlexEyre	948233935	356138526301093888	Just got the best news 	['happy']	Sat Jul 13 19:50:16 +0000 2013	Wed Nov 14 18:15:46 +0000 2012	176	331	2672		Casablanca	0	0	0	0	1	0	0	1
76982823_231132865373540353	turo87	76982823	231132865373540353	Hello netflix on my xbox goodbye life 	['happy']	Thu Aug 02 21:02:24 +0000 2012	Thu Sep 24 16:41:41 +0000 2009	40	317	164		Mountain Time (US & Canada)	0	0	0	0	1	0	0	1
7310882_4629066481	__philw__	7310882	4629066481	upgraded my projects to pinax0.7 and django1.1 without any problems in less then an hour 	['happy']	Mon Oct 05 14:35:16 +0000 2009	Sat Jul 07 10:01:07 +0000 2007	811	549	1328	berlin	Greenland	0	0	0	0	1	0	0	1
23747118_398520943695659008	nickfullspec	23747118	398520943695659008	@stormysk1es Coooool Byron Burger are selling my favourite IPA, Racer 5. Wasn't sure I'd see this again. 	['happy']	Thu Nov 07 18:42:51 +0000 2013	Wed Mar 11 11:07:28 +0000 2009	403	472	6559	London	Amsterdam	0	0	0	0	1	0	0	1
167741476_696189512402149378	niruktha	167741476	696189512402149378	Today was good! Good food and dancing and mad friends! 	['happy']	Sun Feb 07 04:31:28 +0000 2016	Sat Jul 17 11:11:20 +0000 2010	90	273	1704	Lincoln, NE	Chennai	0	0	0	0	1	0	0	1
319225332_160480489050869760	BrianPrincipe	319225332	160480489050869760	quite 	['happy']	Fri Jan 20 21:55:04 +0000 2012	Fri Jun 17 19:24:55 +0000 2011	338	470	1919	Hazlet, NJ | Columbia, SC	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
319225332_142818386152394752	BrianPrincipe	319225332	142818386152394752	@valsaeger woooooo! 	['happy']	Sat Dec 03 04:12:11 +0000 2011	Fri Jun 17 19:24:55 +0000 2011	338	470	1919	Hazlet, NJ | Columbia, SC	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
2276641_457010643799777280	bjorbase	2276641	457010643799777280	Dear @Pharrell, a room without a roof still has a ceiling. Sincerely, 	['Happy']	Fri Apr 18 04:20:02 +0000 2014	Mon Mar 26 09:03:18 +0000 2007	125	141	1660	Orlando, FL	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
56592489_56671744328609792	rkarmarkar	56592489	56671744328609792	no fucking blimp this IPL 	['happy']	Sat Apr 09 10:56:11 +0000 2011	Tue Jul 14 03:29:10 +0000 2009	78	270	799		Mumbai	0	0	0	0	1	0	0	1
23920530_585113287471325184	PacoTormo	23920530	585113287471325184	Apunto de ver el musical de La Bella y La Bestia with the love of my life ❤️ 	['happy']	Mon Apr 06 16:14:13 +0000 2015	Thu Mar 12 08:24:20 +0000 2009	1910	814	10624	Valencia (Spain)	Madrid	0	0	0	0	1	0	0	1
90081590_70469177076486144	kumaranvram	90081590	70469177076486144	Finally it is raining here at mysore 	['happy']	Tue May 17 12:42:15 +0000 2011	Sun Nov 15 03:06:41 +0000 2009	293	235	1394	Chennai, Tamil Nadu	Chennai	0	0	0	0	1	0	0	1
90081590_19042126708875264	kumaranvram	90081590	19042126708875264	This weekend was awesome. Had a visit to puri, konark and  chilka lake. Awesome places for photography. 200 photoz taken. 	['happy']	Sun Dec 26 14:49:31 +0000 2010	Sun Nov 15 03:06:41 +0000 2009	293	235	1394	Chennai, Tamil Nadu	Chennai	0	0	0	0	1	0	0	1
411594609_716642103246204928	JoiaClev	411594609	716642103246204928	12 more days!!! :) 	['happy']	Sun Apr 03 15:02:46 +0000 2016	Sun Nov 13 16:37:47 +0000 2011	323	298	1218	Ashburn, VA	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
321357159_700438885977976832	LordTinsdale	321357159	700438885977976832	@RepWestmoreland says he's on @GovernorDeal's side on water and on @marcorubio's side when it comes to who should be president. 	['happy']	Thu Feb 18 21:56:58 +0000 2016	Tue Jun 21 12:55:23 +0000 2011	1708	702	2691	Atlanta	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
404916040_321252415045242880	roryinnyc	404916040	321252415045242880	I'm so happy I could just kiss a stranger but well a sexual harassment suit is just not in my schedule so I'll just smile all day 	['happy']	Mon Apr 08 13:25:18 +0000 2013	Fri Nov 04 15:54:45 +0000 2011	56	184	1697	Brooklyn, NY	Atlantic Time (Canada)	0	0	0	0	1	0	0	1
404916040_270714016484175875	roryinnyc	404916040	270714016484175875	I like who I am when you're not around 	['happy']	Tue Nov 20 02:23:45 +0000 2012	Fri Nov 04 15:54:45 +0000 2011	56	184	1697	Brooklyn, NY	Atlantic Time (Canada)	0	0	0	0	1	0	0	1
65268296_265171313314902016	kay_burke	65268296	265171313314902016	i know i made the right decision. 	['happy']	Sun Nov 04 19:19:02 +0000 2012	Thu Aug 13 04:00:48 +0000 2009	344	562	2360		Quito	0	0	0	0	1	0	0	1
259060268_686263596968443904	wheredanyenat	259060268	686263596968443904	But that is DONE, now onto Codes and Keys, this album will most likely be not as sad because this was when Ben and Zoe were 	['happy']	Sun Jan 10 19:09:26 +0000 2016	Tue Mar 01 02:11:53 +0000 2011	538	869	7425		Central Time (US & Canada)	0	0	0	0	1	0	0	1
3232999872_695338170150326272	Not_a_Zombie25	3232999872	695338170150326272	I've just spent 5 of the longest days without internet... but it's back and now I'm gonna binge watch @TheRobDyke and @MatthewSantoro 	['happy']	Thu Feb 04 20:08:33 +0000 2016	Tue Jun 02 01:34:00 +0000 2015	15	69	289			0	0	0	0	1	0	0	1
24802015_275697077634334720	analogCG20	24802015	275697077634334720	@HappyCoffeeCO good to know thanks.  I'll be down there this Friday to grab a bag of the new Kenya and drink some espresso... 	['happy']	Mon Dec 03 20:24:40 +0000 2012	Tue Mar 17 00:09:05 +0000 2009	249	1088	2994	Eagle, CO	Arizona	0	0	0	0	1	0	0	1
267719158_429613207419101185	joshyw0shy	267719158	429613207419101185	@RevRunWisdom Certainly will Rev! 	['happy']	Sat Feb 01 13:52:25 +0000 2014	Thu Mar 17 12:23:40 +0000 2011	227	1087	2610	Liverpool		0	0	0	0	1	0	0	1
119594071_100346048710590465	aszocs	119594071	100346048710590465	I love a good Sunday rain storm. 	['happy']	Sun Aug 07 23:22:17 +0000 2011	Thu Mar 04 03:00:49 +0000 2010	314	920	4379	Chicago, IL	Mountain Time (US & Canada)	0	0	0	0	1	0	0	1
1087831933_885138593081040897	OceaniaHavachat	1087831933	885138593081040897	@realDonaldTrump You know who did a really really good job? The winning @nytimes! Great reporting! 	['Happy']	Wed Jul 12 14:07:40 +0000 2017	Mon Jan 14 02:46:01 +0000 2013	28	132	1840		Pacific Time (US & Canada)	0	0	0	0	1	0	0	1
53079234_387674733635833856	Anny_U	53079234	387674733635833856	@mclion @TeyaEna Ne še, ne še. Kmalu pridejo ti dnevi. A danes še ne. :)  	['happy']	Tue Oct 08 20:23:53 +0000 2013	Thu Jul 02 14:37:09 +0000 2009	639	1339	1299	Koper, Slovenia		0	0	0	0	1	0	0	1
284952372_324464199600328704	DrivenCto	284952372	324464199600328704	@kevinprince @nicwhatmore @simonmaddox ()things(), ()bolts(), ()drones()...  so you *are* working on my robot!   	['happy']	Wed Apr 17 10:07:48 +0000 2013	Wed Apr 20 08:03:17 +0000 2011	349	279	1343	London	UTC	0	0	0	0	1	0	0	1
202770943_446003448677670912	msp092	202770943	446003448677670912	NO DERM IN TJE. 	['Happy']	Tue Mar 18 19:21:23 +0000 2014	Thu Oct 14 19:55:01 +0000 2010	228	282	7324	Doha, Qatar	Riyadh	0	0	0	0	1	0	0	1
202770943_442356597676081153	msp092	202770943	442356597676081153	Birthday = break day = good food with good friends! 	['happy']	Sat Mar 08 17:50:06 +0000 2014	Thu Oct 14 19:55:01 +0000 2010	228	282	7324	Doha, Qatar	Riyadh	0	0	0	0	1	0	0	1
335410919_451022862619377665	JustForesttSL	335410919	451022862619377665		['happy']	Tue Apr 01 15:46:44 +0000 2014	Thu Jul 14 17:00:15 +0000 2011	358	505	3461	America	Atlantic Time (Canada)	0	0	0	0	1	0	0	1
913496394_612579439507959808	lwilliamsnz	913496394	612579439507959808	Got into bed. Waaaay too cold (it's a very cold 2C outside right now). Made wheatie. 3 Minutes later, back in bed and so much warmer. 	['happy']	Sun Jun 21 11:14:54 +0000 2015	Mon Oct 29 23:55:44 +0000 2012	149	350	1843	Auckland City, New Zealand	Pacific Time (US & Canada)	0	0	0	0	1	0	0	1
350570218_583315917502808064	BrittTheChamp	350570218	583315917502808064	Things have been looking up lately ☺️ 	['happy']	Wed Apr 01 17:12:06 +0000 2015	Mon Aug 08 00:17:10 +0000 2011	298	347	7446	Ottawa, Ontario	Eastern Time (US & Canada)	0	0	0	0	1	0	0	1
